ticker	date	open	high	low	close
ZEN	15/04/2020	5.343	5.425	5.198	5.254
ZEN	16/04/2020	5.251	5.748	5.022	5.659
ZEN	17/04/2020	5.658	5.75	5.427	5.471
ZEN	18/04/2020	5.471	5.666	5.458	5.631
ZEN	19/04/2020	5.631	5.733	5.495	5.725
ZEN	20/04/2020	5.72	5.791	5.373	5.51
ZEN	21/04/2020	5.511	5.732	5.425	5.707
ZEN	22/04/2020	5.71	6.085	5.627	6.056
ZEN	23/04/2020	6.056	6.669	6.004	6.257
ZEN	24/04/2020	6.256	6.265	6.03	6.124
ZEN	25/04/2020	6.121	6.199	5.859	6.036
ZEN	26/04/2020	6.035	6.115	5.941	5.986
ZEN	27/04/2020	5.987	6.121	5.934	6.006
ZEN	28/04/2020	6.004	6.054	5.947	6.045
ZEN	29/04/2020	6.045	6.291	5.874	6.189
ZEN	30/04/2020	6.188	6.474	5.759	5.942
ZEN	01/05/2020	5.941	6.196	5.845	5.964
ZEN	02/05/2020	5.965	6.157	5.903	6.021
ZEN	03/05/2020	6.021	6.179	5.653	5.714
ZEN	04/05/2020	5.706	5.794	5.402	5.727
ZEN	05/05/2020	5.726	5.776	5.511	5.564
ZEN	06/05/2020	5.564	5.654	5.46	5.566
ZEN	07/05/2020	5.566	5.82	5.413	5.578
ZEN	08/05/2020	5.576	5.655	5.371	5.548
ZEN	09/05/2020	5.552	5.683	5.46	5.536
ZEN	10/05/2020	5.535	5.569	4.685	5.294
ZEN	11/05/2020	5.294	5.7	4.985	5.534
ZEN	12/05/2020	5.536	5.618	5.371	5.378
ZEN	13/05/2020	5.387	5.796	5.337	5.571
ZEN	14/05/2020	5.57	5.603	5.37	5.538
ZEN	15/05/2020	5.534	5.589	5.164	5.29
ZEN	16/05/2020	5.291	5.357	5.152	5.284
ZEN	17/05/2020	5.278	5.675	5.234	5.564
ZEN	18/05/2020	5.564	5.632	5.34	5.537
ZEN	19/05/2020	5.546	5.587	5.403	5.466
ZEN	20/05/2020	5.466	5.622	5.308	5.564
ZEN	21/05/2020	5.564	5.76	5.323	5.527
ZEN	22/05/2020	5.528	5.992	5.418	5.939
ZEN	23/05/2020	5.938	7.875	5.93	6.591
ZEN	24/05/2020	6.592	6.625	5.873	6.08
ZEN	25/05/2020	6.082	6.168	5.762	6.167
ZEN	26/05/2020	6.167	6.254	5.882	5.986
ZEN	27/05/2020	5.984	6.088	5.734	5.752
ZEN	28/05/2020	5.751	6.011	5.735	5.922
ZEN	29/05/2020	5.921	6.073	5.889	5.987
ZEN	30/05/2020	5.988	6.986	5.95	6.648
ZEN	31/05/2020	6.648	6.73	6.234	6.316
ZEN	01/06/2020	6.316	6.467	6.179	6.23
ZEN	02/06/2020	6.232	6.512	5.895	6.134
ZEN	03/06/2020	6.131	6.17	6.018	6.105
ZEN	04/06/2020	6.105	6.55	5.973	6.226
ZEN	05/06/2020	6.229	6.256	6.036	6.085
ZEN	06/06/2020	6.088	6.236	6.07	6.145
ZEN	07/06/2020	6.145	6.35	6.067	6.312
ZEN	08/06/2020	6.312	6.539	6.284	6.453
ZEN	09/06/2020	6.452	6.948	6.403	6.749
ZEN	10/06/2020	6.749	7.133	6.576	7.131
ZEN	11/06/2020	7.132	9.116	7.132	7.471
ZEN	12/06/2020	7.473	8.208	7.231	7.736
ZEN	13/06/2020	7.736	8.624	7.667	8.216
ZEN	14/06/2020	8.218	8.446	7.809	7.924
ZEN	15/06/2020	7.928	8.073	7.359	8.009
ZEN	16/06/2020	8.01	8.028	7.399	7.664
ZEN	17/06/2020	7.657	7.731	7.296	7.378
ZEN	18/06/2020	7.378	7.489	7.284	7.344
ZEN	19/06/2020	7.344	7.51	7.174	7.427
ZEN	20/06/2020	7.406	7.476	7.108	7.229
ZEN	21/06/2020	7.23	7.301	7.152	7.166
ZEN	22/06/2020	7.165	7.184	6.823	6.942
ZEN	23/06/2020	6.941	7.158	6.637	7.05
ZEN	24/06/2020	7.049	7.143	6.491	6.603
ZEN	25/06/2020	6.605	6.715	6.39	6.68
ZEN	26/06/2020	6.681	7.148	6.565	7.123
ZEN	27/06/2020	7.124	7.533	6.527	6.728
ZEN	28/06/2020	6.734	7.074	6.434	7.007
ZEN	29/06/2020	7.022	7.022	6.532	6.792
ZEN	30/06/2020	6.791	6.927	6.471	6.865
ZEN	01/07/2020	6.864	7.032	6.673	6.888
ZEN	02/07/2020	6.889	6.929	6.374	6.525
ZEN	03/07/2020	6.513	6.685	6.459	6.66
ZEN	04/07/2020	6.661	6.831	6.582	6.688
ZEN	05/07/2020	6.688	6.741	6.387	6.431
ZEN	06/07/2020	6.431	6.986	6.431	6.976
ZEN	07/07/2020	6.974	7.067	6.791	6.816
ZEN	08/07/2020	6.815	6.958	6.692	6.88
ZEN	09/07/2020	6.881	7.684	6.83	7.394
ZEN	10/07/2020	7.395	7.799	7.239	7.245
ZEN	11/07/2020	7.247	7.555	7.22	7.23
ZEN	12/07/2020	7.23	7.471	7.126	7.194
ZEN	13/07/2020	7.195	7.754	7.123	7.499
ZEN	14/07/2020	7.5	7.528	6.979	7.187
ZEN	15/07/2020	7.186	7.718	7.13	7.224
ZEN	16/07/2020	7.225	7.59	7.073	7.499
ZEN	17/07/2020	7.5	7.633	7.372	7.442
ZEN	18/07/2020	7.457	7.495	7.31	7.473
ZEN	19/07/2020	7.473	8.464	7.447	8.23
ZEN	20/07/2020	8.231	8.524	7.935	8.08
